,GENENAME,ORG,ENTREZID,REFSEQ,LOG2FC,True_EID
270,flagellar_motility,EC,946442,NP_416455,0.037751287,999850108
271,flagellar_motility,EC,946423,NP_416456,0.025929196,999850107
272,flagellar_motility,EC,946454,NP_416452,-0.02987629,999850111
273,flagellar_motility,EC,946996,NP_415597,0.040239735,999850954
274,flagellar_motility,EC,946429,NP_416435,0.001983013,999850125
275,flagellar_motility,EC,947456,NP_415599,-0.110422852,999850952
276,flagellar_motility,EC,947609,NP_415712,-0.097398533,999850841
277,flagellar_motility,EC,946391,NP_416394,0.043510929,999850166
278,flagellar_motility,EC,946457,NP_416451,-0.088858528,999850112
279,flagellar_motility,EC,946402,NP_416403,0.042973758,999850157
280,flagellar_motility,EC,947564,NP_416404,0.125802848,999850156
281,flagellar_motility,EC,946094,NP_416392,-0.198836863,999850168
282,flagellar_motility,EC,946776,NP_416824,-0.064226866,999849750
283,flagellar_motility,EC,947534,NP_415598,-0.10630161,999850953
284,flagellar_motility,EC,946390,NP_416393,-0.080369697,999850167
285,flagellar_motility,EC,946433,NP_416436,-0.00055602,999850124
286,NADH_NADPH,EC,947092,NP_417105,-0.072903436,999849470
287,NADH_NADPH,EC,946946,NP_416254,-0.118281845,999850308
288,NADH_NADPH,EC,947263,NP_415524,0.062965065,999851023
289,NADH_NADPH,EC,948731,NP_418632,-0.08307493,999847959
290,NADH_NADPH,EC,945947,NP_415457,-0.184467828,999851087
291,NADH_NADPH,EC,948325,NP_418286,-0.070915404,999848306
292,NADH_NADPH,EC,947788,NP_417748,-0.06021272,999848850
293,NADH_NADPH,EC,948498,YP_026280,-0.011883792,999848169
294,NADH_NADPH,EC,947088,NP_417191,0.01464189,999849391
295,NADH_NADPH,EC,946738,NP_416790,0.107228442,999849784
296,NADH_NADPH,EC,946746,NP_416788,-0.150380724,999849786
297,NADH_NADPH,EC,946753,NP_416787,-0.268466546,999849787
298,NADH_NADPH,EC,946762,NP_416786,-0.118574058,999849788
299,NADH_NADPH,EC,946757,NP_416784,0.011352469,999849790
300,NADH_NADPH,EC,946759,NP_416789,-0.047028796,999849785
301,NADH_NADPH,EC,946764,NP_416791,0.012254647,999849783
302,NADH_NADPH,EC,946761,NP_416785,0.028759825,999849789
303,NADH_NADPH,EC,946756,NP_416783,0.013701712,999849791
304,NADH_NADPH,EC,947580,NP_416782,-0.112357875,999849792
305,NADH_NADPH,EC,945540,NP_416781,0.145074421,999849793
306,NADH_NADPH,EC,947731,NP_416780,0.294995183,999849794
307,NADH_NADPH,EC,945136,NP_416779,0.03000018,999849795
308,NADH_NADPH,EC,947569,NP_415930,-0.093937951,999850629
309,NADH_NADPH,EC,946085,NP_416057,-0.001827085,999850502
310,NADH_NADPH,EC,947512,NP_417500,-0.066046311,999849090
311,RNA_polymerase,EC,948523,NP_414601,-0.041503885,999847712
312,RNA_polymerase,EC,947050,NP_417068,-0.046633149,999849505
313,RNA_polymerase,EC,946839,NP_418713,-0.048480732,999847883
314,RNA_polymerase,EC,947794,NP_417754,-0.184806066,999848844
315,RNA_polymerase,EC,948487,NP_418415,-0.054258267,999848178
316,RNA_polymerase,EC,948488,NP_418414,-0.10432167,999848179
317,RNA_polymerase,EC,948160,NP_418106,-0.150947098,999848485
318,RNA_polymerase,EC,948824,NP_416432,-0.00801691,999850128
319,RNA_polymerase,EC,947970,NP_417918,-0.078268009,999848683
320,RNA_polymerase,EC,947714,NP_417669,-0.065290559,999848930
321,RNA_polymerase,EC,947567,NP_417539,0.018405745,999849051
322,RNA_polymerase,EC,947210,NP_417221,0.077782724,985001577
323,ABC_transporter,BS,936293,NP_388885,-0.407302823,728883893
324,ABC_transporter,BS,936175,NP_388712,0.482852918,728883726
325,ABC_transporter,BS,936641,NP_390923,1.161531196,728885971
326,ABC_transporter,BS,937245,NP_390920,1.100052577,728885968
327,ABC_transporter,BS,937596,NP_391843,-0.117114121,728886886
328,ABC_transporter,BS,939298,NP_388886,-0.457373839,728883894
329,ABC_transporter,BS,938178,NP_390915,-0.235390623,728885964
330,ABC_transporter,BS,939210,NP_388713,0.267696753,728883727
331,ABC_transporter,BS,939705,NP_388714,0.450742327,728883728
332,ABC_transporter,BS,936088,NP_388592,0.6414561,728883607
333,ABC_transporter,BS,938767,NP_388593,0.440579692,728883608
334,ABC_transporter,BS,937589,NP_391842,-0.186173754,728886885
335,ABC_transporter,BS,937743,NP_391895,1.048548772,728886939
336,ABC_transporter,BS,936438,NP_390921,1.059661544,728885969
337,ABC_transporter,BS,937243,NP_390922,1.145709916,728885970
338,cytochrome,BS,939909,NP_389376,-0.453948916,728884401
339,cytochrome,BS,937303,NP_391695,-0.399232126,728886735
340,cytochrome,BS,937295,NP_391696,-0.233642967,255767807
341,cytochrome,BS,937299,NP_391694,-0.473772308,728886734
342,cytochrome,BS,937285,NP_391693,-0.389540243,728886733
343,cytochrome,BS,937406,NP_391755,-0.96182853,728886797
344,cytochrome,BS,937412,NP_391754,-1.189206563,728886796
345,cytochrome,BS,937902,NP_390398,-0.167293466,728885444
346,cytochrome,BS,936703,NP_391407,-0.576539098,728886445
347,cytochrome,BS,936898,NP_389373,-0.431886302,728884398
348,cytochrome,BS,936789,NP_389372,-0.276396094,728884397
349,cytochrome,BS,935993,NP_389374,-0.459278375,728884399
350,cytochrome,BS,936259,NP_389375,-0.425437275,728884400
351,cytochrome,BS,937140,NP_389676,-0.150832442,728884707
352,cytochrome,BS,937623,NP_390551,-0.417548021,728885604
353,cytochrome,BS,937585,NP_390594,-0.308715096,728885645
354,cytochrome,BS,936452,NP_389103,0.116968115,728884114
355,cytochrome,BS,935928,NP_390897,0.973702804,728887148
356,cytochrome,BS,940046,NP_389605,-0.363673248,1018192179
357,DNA_polymerase,BS,937833,NP_390434,-0.023468105,728885481
358,DNA_polymerase,BS,936617,NP_390787,-0.46631395,728885841
359,DNA_polymerase,BS,939620,NP_389540,-0.245998109,728884566
360,DNA_polymerase,BS,936593,NP_390801,-0.44552924,728885854
361,DNA_polymerase,BS,939970,NP_387883,-0.578608595,728882889
362,DNA_polymerase,BS,935949,NP_387912,0.061081131,728882918
363,DNA_polymerase,BS,936899,NP_387900,0.268547746,728882906
364,DNA_polymerase,BS,939437,NP_389916,-0.479213954,728884958
365,DNA_polymerase,BS,937426,NP_390737,-0.386862021,728885791
366,efflux_transporter,BS,936278,NP_388852,1.374731988,728883860
367,efflux_transporter,BS,939287,NP_388853,1.274584486,728883861
368,efflux_transporter,BS,937161,NP_391650,-0.056923471,728886690
369,efflux_transporter,BS,939689,NP_388667,-0.058287173,728883680
370,efflux_transporter,BS,936559,NP_391362,0.121216058,728886402
371,efflux_transporter,BS,937646,NP_390536,-0.094307795,728885588
372,efflux_transporter,BS,938862,NP_391043,0.215695499,728886092
373,electron_transfer,BS,936520,NP_390730,-0.107332425,728885784
374,electron_transfer,BS,937962,NP_390731,-0.228190262,728885785
375,flagellar_motility,BS,936720,NP_391413,0.520732651,728886452
376,flagellar_motility,BS,936718,NP_391412,0.559845136,728886451
377,flagellar_motility,BS,939470,NP_389502,-0.222380515,728887098
378,flagellar_motility,BS,937103,NP_389512,0.073617678,728884538
379,flagellar_motility,BS,936927,NP_391521,0.750265728,728886558
380,flagellar_motility,BS,936677,NP_389503,-0.226357938,16078684
381,flagellar_motility,BS,938149,NP_389500,-0.259367051,728884527
382,flagellar_motility,BS,938646,NP_389501,-0.153022886,728884528
383,flagellar_motility,BS,938124,NP_389505,-0.22877392,255767365
384,flagellar_motility,BS,936501,NP_389510,0.054520843,728884535
385,flagellar_motility,BS,936497,NP_389511,0.139712911,728884536
386,flagellar_motility,BS,936728,NP_391414,0.591499442,728886453
387,flagellar_motility,BS,936913,NP_391520,0.708207404,728886557
388,flagellar_motility,BS,936736,NP_391421,0.805031189,728886460
389,flagellar_motility,BS,936738,NP_391420,0.631224908,728886459
390,flagellar_motility,BS,937494,NP_389509,-0.012436139,728884534
391,flagellar_motility,BS,937577,NP_389504,-0.260297503,728884530
392,flagellar_motility,BS,939518,NP_389513,0.16708602,728884539
393,flagellar_motility,BS,936421,NP_389514,0.158138425,728884540
394,flagellar_motility,BS,8303013,YP_003097728,0.092924121,728884537
395,flagellar_motility,BS,936796,NP_389516,0.072231121,728884542
396,flagellar_motility,BS,940137,NP_389507,-0.462093157,728884532
397,flagellar_motility,BS,940136,NP_389506,-0.166890877,728884531
398,flagellar_motility,BS,936742,NP_391416,1.227455146,728886455
399,NADH_NADPH,BS,937408,NP_391751,-1.153142051,728886793
400,NADH_NADPH,BS,939189,NP_388664,0.20903417,728883677
401,NADH_NADPH,BS,937045,NP_391586,0.464250487,16080758
402,NADH_NADPH,BS,938071,NP_390866,-0.268218611,728885920
403,NADH_NADPH,BS,939832,NP_389111,0.602918777,728884123
404,NADH_NADPH,BS,936142,NP_391234,-0.046512793,728886277
405,NADH_NADPH,BS,939734,NP_388783,0.227744756,728883795
406,NADH_NADPH,BS,937164,NP_391015,-0.020081305,728886065
407,NADH_NADPH,BS,938844,NP_391014,0.05975898,728886064
408,NADH_NADPH,BS,938695,NP_390267,-0.135671684,728885311
409,NADH_NADPH,BS,937378,NP_390800,-0.521961779,728885853
410,NADH_NADPH,BS,939296,NP_389258,-1.072716029,728884277
411,NADH_NADPH,BS,938714,NP_390243,-0.632675673,728885287
412,NADH_NADPH,BS,938698,NP_390263,0.91219281,728885307
413,NADH_NADPH,BS,938989,NP_390164,0.147570802,728885208
414,NADH_NADPH,BS,938267,NP_388268,1.057928996,728883272
415,RNA_polymerase,BS,938921,NP_388024,0.635671449,728883032
416,RNA_polymerase,BS,936335,NP_387988,0.045780765,728882996
417,RNA_polymerase,BS,935977,NP_387989,0.035470753,728882997
418,RNA_polymerase,BS,937046,NP_391597,-0.066535881,728886635
419,RNA_polymerase,BS,936267,NP_388833,-0.231701682,728883844
420,RNA_polymerase,BS,937400,NP_391749,-0.405919281,728886791
421,RNA_polymerase,BS,937591,NP_390590,-0.264659914,728885641
422,RNA_polymerase,BS,937617,NP_390561,-0.056980031,728885614
423,RNA_polymerase,BS,938966,NP_390191,0.178482131,728885236
424,RNA_polymerase,BS,938868,NP_388054,0.84186141,728883063
